Unnamed: 0,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
1568,Nate Marquardt,Dan Miller,1,185.0,f,DEC,3,2011,38,19,2,0,182.88,187.96,1,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,1979,14,8,0,1,185.42,187.96,1,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564,1981
1569,Mirko Cro Cop,Brendan Schaub,0,265.0,f,KO/TKO,3,2011,31,11,2,1,187.96,185.42,0,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,68.888885,1974,11,5,0,0,193.04,198.12,1,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,68.75,1983
1570,Eliot Marshall,Luiz Cane,0,205.0,f,KO/TKO,1,2011,10,4,0,0,187.96,195.58,1,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,71.42857,1980,12,5,0,1,187.96,195.58,0,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,66.666664,1981
1571,Edson Barboza,Anthony Njokuani,1,155.0,f,DEC,3,2011,19,6,0,0,180.34,190.5,1,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986,16,9,0,1,185.42,190.5,1,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,61.53846,1980
1572,Ricardo Almeida,Mike Pyle,0,170.0,f,DEC,3,2011,13,5,0,0,182.88,187.96,1,2.02,49.0,1.2,61.0,3.74,38.0,31.0,1.2,72.22222,1976,27,14,1,0,182.88,187.96,1,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975
1573,Kurt Pellegrino,Gleison Tibau,0,155.0,f,DEC,3,2011,16,6,0,0,172.72,177.8,1,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8,72.72727,1979,40,14,0,0,177.8,180.34,0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983
1576,Erik Koch,Raphael Assuncao,1,145.0,f,KO/TKO,1,2011,15,6,0,0,177.8,180.34,0,2.32,40.0,2.98,45.0,0.64,50.0,79.0,1.1,71.42857,1988,27,5,0,0,165.1,167.64,1,3.38,40.0,2.23,70.0,1.4,36.0,79.0,0.3,84.375,1982
1577,Phil Davis,Rogerio Nogueira,1,205.0,f,DEC,3,2011,13,3,0,1,187.96,200.66,1,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,76.47059,1984,23,8,0,0,187.96,190.5,0,2.39,34.0,2.24,60.0,0.68,44.0,63.0,0.8,74.19355,1976
1578,Anthony Johnson,Dan Hardy,1,170.0,f,DEC,3,2011,22,6,0,0,187.96,198.12,1,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,1984,25,10,0,1,182.88,187.96,1,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,69.44444,1982
1579,DaMarques Johnson,Amir Sadollah,0,170.0,f,KO/TKO,2,2011,18,12,0,0,185.42,190.5,1,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,60.0,1982,7,5,0,0,177.8,187.96,1,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,58.333332,1980
1580,Leonard Garcia,Chan Sung Jung,0,145.0,f,SUB,2,2011,19,11,1,0,177.8,175.26,1,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,61.29032,1979,14,5,0,0,170.18,182.88,1,4.12,39.0,3.81,60.0,0.81,41.0,75.0,0.7,73.68421,1987
1581,Jon Madsen,Mike Russow,0,265.0,f,KO/TKO,2,2011,7,1,0,0,182.88,182.88,1,2.46,41.0,1.18,81.0,1.32,71.0,70.0,0.0,87.5,1980,15,3,0,1,185.42,185.42,1,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,78.947365,1976
1582,Alex Caceres,Mackens Semerzier,0,145.0,f,SUB,1,2011,14,11,0,1,177.8,185.42,0,3.86,49.0,2.78,63.0,0.57,75.0,59.0,0.8,53.846153,1988,8,4,0,1,175.26,182.88,1,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,61.53846,1980
1583,John Hathaway,Kris McCray,1,170.0,f,DEC,3,2011,17,2,0,0,185.42,190.5,1,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,89.47369,1987,6,3,0,0,182.88,193.04,1,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,66.666664,1981
1584,Edwin Figueroa,Michael McDonald,0,135.0,f,DEC,3,2011,9,4,0,0,170.18,175.26,1,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,69.23077,1984,17,4,0,0,175.26,177.8,1,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,1991
1585,Christian Morecraft,Sean McCorkle,1,265.0,f,SUB,2,2011,7,3,0,0,198.12,205.74,1,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,70.0,1986,13,2,0,0,200.66,205.74,1,0.85,44.0,2.48,52.0,2.12,40.0,33.0,4.2,86.666664,1976
1586,TJ Waldburger,Johny Hendricks,0,170.0,f,KO/TKO,1,2011,16,9,0,0,180.34,190.5,1,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,64.0,1988,18,8,0,0,175.26,175.26,0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.23077,1983
1587,Mario Miranda,Aaron Simpson,0,185.0,f,DEC,3,2011,12,3,0,0,190.5,187.96,1,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,80.0,1979,11,4,0,0,182.88,185.42,1,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,73.333336,1974
1589,Jake Shields,Georges St-Pierre,0,170.0,t,DEC,5,2011,29,7,1,1,182.88,182.88,1,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,76.31579,1979,26,2,0,0,180.34,193.04,1,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,92.85714,1981
1590,Jose Aldo,Mark Hominick,1,145.0,t,DEC,5,2011,27,4,0,0,170.18,177.8,1,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986,20,12,0,0,172.72,172.72,1,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,62.5,1982
1591,Lyoto Machida,Randy Couture,1,205.0,f,KO/TKO,2,2011,24,8,0,0,185.42,187.96,0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978,19,11,0,0,185.42,190.5,1,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,63.333332,1963
1592,Vladimir Matyushenko,Jason Brilz,1,205.0,f,KO/TKO,1,2011,26,7,0,0,182.88,187.96,1,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,78.78788,1971,18,5,1,0,180.34,180.34,1,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,75.0,1975
1593,Benson Henderson,Mark Bocek,1,155.0,f,DEC,3,2011,23,5,0,0,175.26,177.8,0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,82.14286,1983,12,5,0,0,172.72,190.5,1,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,70.588234,1981
1594,Nate Diaz,Rory MacDonald,0,170.0,f,DEC,3,2011,20,11,0,0,182.88,193.04,0,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,1985,18,4,0,0,182.88,193.04,1,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,1989
1595,Jake Ellenberger,Sean Pierson,1,170.0,f,KO/TKO,1,2011,31,15,0,0,175.26,180.34,1,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985,14,6,0,0,182.88,193.04,0,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,70.0,1976
1596,Claude Patrick,Daniel Roberts,1,170.0,f,DEC,3,2011,14,2,0,0,180.34,190.5,1,1.8,55.0,0.89,69.0,2.32,53.0,84.0,1.7,87.5,1980,12,4,0,0,177.8,187.96,0,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,75.0,1980
1597,Charlie Valencia,Ivan Menjivar,0,135.0,f,KO/TKO,1,2011,12,7,0,0,160.02,162.56,1,2.58,37.0,2.61,77.0,1.4,53.0,75.0,0.5,63.157894,1974,25,12,0,0,167.64,162.56,1,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,67.567566,1982
1598,Ryan Jensen,Jason MacDonald,0,185.0,f,SUB,1,2011,15,8,0,0,185.42,193.04,1,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,65.21739,1977,26,16,0,0,190.5,203.2,1,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,1975
1600,Yves Jabouin,Pablo Garza,0,145.0,f,SUB,1,2011,20,11,0,0,170.18,172.72,1,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,64.51613,1979,13,4,0,0,185.42,185.42,1,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,76.47059,1983
1601,Rampage Jackson,Matt Hamill,1,205.0,f,DEC,3,2011,36,11,0,0,185.42,185.42,1,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,76.59574,1978,12,5,0,0,185.42,193.04,1,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,70.588234,1976
1602,Frank Mir,Roy Nelson,1,265.0,f,DEC,3,2011,18,11,0,0,190.5,200.66,0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,62.068966,1979,23,14,0,0,182.88,182.88,1,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976
1603,Stefan Struve,Travis Browne,0,265.0,f,KO/TKO,1,2011,32,11,0,0,210.82,213.36,1,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988,18,7,1,0,198.12,200.66,1,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23077,1982
1604,Thiago Alves,Rick Story,0,170.0,f,DEC,3,2011,27,13,0,0,175.26,177.8,1,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983,19,9,0,0,175.26,180.34,0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984
1605,Jorge Santiago,Brian Stann,0,185.0,f,KO/TKO,2,2011,25,11,0,0,185.42,187.96,1,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,69.44444,1980,12,6,0,0,185.42,187.96,1,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,66.666664,1980
1606,Miguel Torres,Demetrious Johnson,0,135.0,f,DEC,3,2011,39,5,0,0,175.26,193.04,1,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6,88.63636,1981,27,3,1,0,160.02,167.64,1,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986
1607,Tim Boetsch,Kendall Grove,1,185.0,f,DEC,3,2011,21,12,0,0,182.88,187.96,1,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,1981,13,10,0,1,198.12,200.66,1,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,54.166668,1982
1608,Gleison Tibau,Rafaello Oliveira,1,155.0,f,SUB,2,2011,40,14,0,0,177.8,180.34,0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,15,7,0,0,172.72,180.34,1,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,68.181816,1982
1609,Michael McDonald,Chris Cariaso,1,135.0,f,DEC,3,2011,17,4,0,0,175.26,177.8,1,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,1991,17,8,0,0,160.02,160.02,0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,68.0,1981
1610,Renan Barao,Cole Escovedo,1,135.0,f,DEC,3,2011,36,7,0,1,167.64,177.8,1,3.7,36.0,3.76,58.0,1.5,45.0,91.0,0.6,81.818184,1987,17,8,0,0,170.18,182.88,1,1.82,45.0,4.85,45.0,0.55,40.0,10.0,0.0,68.0,1981
1611,Ramsey Nijem,Tony Ferguson,0,170.0,t,KO/TKO,1,2011,10,6,0,0,180.34,190.5,1,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,62.5,1988,25,3,0,0,180.34,193.04,1,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,1984
1612,Clay Guida,Anthony Pettis,1,155.0,f,DEC,3,2011,34,15,0,0,170.18,177.8,1,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981,21,8,0,0,177.8,182.88,1,2.85,45.0,3.16,54.0,0.76,54.0,58.0,1.3,72.413795,1987
1613,Ed Herman,Tim Credeur,1,185.0,f,KO/TKO,1,2011,24,14,0,1,185.42,195.58,1,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,1980,12,4,0,0,190.5,190.5,1,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,75.0,1977
1614,Kyle Kingsbury,Fabio Maldonado,1,205.0,f,DEC,3,2011,11,6,0,1,193.04,193.04,1,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,61.11111,1982,22,9,0,0,185.42,190.5,1,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,70.96774,1980
1616,Danny Downes,Jeremy Stephens,0,155.0,f,DEC,3,2011,8,3,0,0,182.88,182.88,1,1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,72.72727,1986,28,15,0,0,172.72,180.34,1,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
1617,Josh Grispi,George Roop,0,145.0,f,KO/TKO,3,2011,14,5,0,0,180.34,187.96,1,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,73.68421,1988,15,13,1,0,185.42,182.88,1,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,51.724136,1981
1621,Reuben Duran,Francisco Rivera,1,135.0,f,SUB,3,2011,8,5,1,0,170.18,175.26,1,3.19,49.0,2.61,50.0,0.98,23.0,25.0,0.7,57.142857,1983,11,7,0,1,172.72,172.72,1,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,57.894737,1981
1622,Junior Dos Santos,Shane Carwin,1,265.0,f,DEC,3,2011,19,5,0,0,193.04,195.58,1,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,1984,12,2,0,0,187.96,203.2,1,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,85.71429,1975
1623,Kenny Florian,Diego Nunes,1,145.0,f,DEC,3,2011,14,6,0,0,177.8,187.96,0,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,1976,18,4,0,0,167.64,170.18,1,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6,81.818184,1982
1624,Mark Munoz,Demian Maia,1,185.0,f,DEC,3,2011,14,6,0,0,182.88,182.88,1,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,1978,25,9,0,0,185.42,182.88,0,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977
1626,Donald Cerrone,Vagner Rocha,1,155.0,f,DEC,3,2011,34,11,0,1,185.42,185.42,1,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983,11,4,0,0,177.8,185.42,1,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,73.333336,1982
1627,Yves Edwards,Sam Stout,0,155.0,f,KO/TKO,1,2011,42,22,1,1,175.26,185.42,0,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,63.636364,1976,21,12,1,0,175.26,177.8,1,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,61.764706,1984
1629,Krzysztof Soszynski,Mike Massenzio,1,205.0,f,DEC,3,2011,26,12,1,0,185.42,195.58,0,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0,66.666664,1977,13,6,0,0,187.96,185.42,0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,68.42105,1982
1630,Nick Ring,James Head,1,185.0,f,SUB,3,2011,13,3,0,0,182.88,187.96,0,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,81.25,1979,9,4,0,0,185.42,185.42,1,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8,69.23077,1984
1631,Jason Young,Dustin Poirier,0,145.0,f,DEC,3,2011,8,7,0,0,175.26,185.42,1,2.97,37.0,3.2,50.0,1.98,66.0,55.0,0.0,53.333332,1986,24,5,0,1,175.26,182.88,0,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,1989
1632,Aaron Rosa,Joey Beltran,0,265.0,f,KO/TKO,3,2011,17,5,0,0,193.04,198.12,1,4.03,47.0,4.41,45.0,0.36,33.0,85.0,0.4,77.27273,1983,15,9,0,1,185.42,190.5,1,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,60.0,1981
1633,Michihiro Omigawa,Darren Elkins,0,145.0,f,DEC,3,2011,13,13,1,0,167.64,172.72,1,2.01,39.0,3.06,64.0,1.19,36.0,49.0,1.5,48.148148,1975,25,7,0,0,177.8,180.34,1,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984
1634,Cheick Kongo,Pat Barry,1,265.0,f,KO/TKO,1,2011,29,9,2,0,193.04,208.28,1,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,72.5,1975,8,7,0,0,180.34,187.96,1,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.333332,1979
1635,Rick Story,Charlie Brenneman,0,170.0,f,DEC,3,2011,19,9,0,0,175.26,180.34,0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984,19,8,0,0,177.8,182.88,1,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,70.37037,1981
1636,Matt Brown,John Howard,1,170.0,f,DEC,3,2011,23,16,0,0,182.88,190.5,1,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974358,1981,23,12,0,0,170.18,180.34,1,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,1983
1637,Matt Mitrione,Christian Morecraft,1,265.0,f,KO/TKO,2,2011,9,5,0,0,190.5,200.66,0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,64.28571,1978,7,3,0,0,198.12,205.74,1,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,70.0,1986
1638,Tyson Griffin,Manvel Gamburyan,1,145.0,f,DEC,3,2011,15,6,0,0,167.64,172.72,1,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984,18,11,0,1,165.1,170.18,1,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,60.0,1981
1639,Javier Vazquez,Joe Stevenson,1,145.0,f,DEC,3,2011,16,5,0,0,170.18,175.26,0,2.43,36.0,1.99,72.0,2.56,52.0,57.0,1.5,76.190475,1977,31,14,0,0,170.18,177.8,1,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,68.888885,1982
1640,Joe Lauzon,Curt Warburton,1,155.0,f,SUB,1,2011,27,16,0,0,177.8,180.34,1,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984,7,3,0,0,182.88,185.42,1,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9,70.0,unk
1641,Rich Attonito,Daniel Roberts,1,170.0,f,DEC,3,2011,10,5,0,0,177.8,182.88,1,2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,66.666664,1977,12,4,0,0,177.8,187.96,0,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,75.0,1980
1642,Ricardo Lamas,Matt Grice,1,145.0,f,KO/TKO,1,2011,19,7,0,0,172.72,180.34,1,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982,15,5,0,0,172.72,177.8,1,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,75.0,1981
1644,Dominick Cruz,Urijah Faber,1,135.0,t,DEC,5,2011,22,2,0,0,172.72,172.72,1,3.53,31.0,2.15,74.0,3.17,50.0,83.0,0.1,91.666664,1985,34,10,0,0,167.64,170.18,1,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273,1979
1645,Wanderlei Silva,Chris Leben,0,185.0,f,KO/TKO,1,2011,35,12,1,1,180.34,187.96,1,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,71.42857,1976,22,11,0,0,180.34,187.96,0,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980
1646,Dennis Siver,Matt Wiman,1,155.0,f,DEC,3,2011,23,11,0,1,167.64,177.8,1,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979,16,7,0,0,177.8,172.72,1,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
1647,Tito Ortiz,Ryan Bader,1,205.0,f,SUB,1,2011,17,11,1,0,190.5,187.96,1,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,58.62069,1975,23,5,0,0,187.96,187.96,1,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,82.14286,1983
1648,Dong Hyun Kim,Carlos Condit,0,170.0,f,KO/TKO,1,2011,22,4,1,1,187.96,193.04,0,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,78.57143,1981,30,12,0,0,187.96,190.5,1,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,1984
1649,Shane Roller,Melvin Guillard,0,155.0,f,KO/TKO,1,2011,11,7,0,0,177.8,182.88,1,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,61.11111,1979,48,15,3,2,175.26,172.72,1,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.588234,1983
1650,Rafael Dos Anjos,George Sotiropoulos,1,155.0,f,KO/TKO,1,2011,28,10,0,0,172.72,177.8,0,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984,14,6,0,0,177.8,180.34,1,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,70.0,1977
1651,Brian Bowles,Takeya Mizugaki,1,135.0,f,DEC,3,2011,10,3,0,0,170.18,177.8,1,2.36,26.0,2.98,64.0,1.39,70.0,54.0,1.4,76.92308,1980,21,11,2,0,170.18,172.72,1,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706,1983
1652,Brad Tavares,Aaron Simpson,0,185.0,f,DEC,3,2011,17,6,0,0,185.42,187.96,1,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987,11,4,0,0,182.88,185.42,1,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,73.333336,1974
1653,Anthony Njokuani,Andre Winner,1,155.0,f,DEC,3,2011,16,9,0,1,185.42,190.5,1,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,61.53846,1980,13,6,1,0,180.34,185.42,1,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,65.0,1981
1655,Tito Ortiz,Rashad Evans,0,205.0,f,KO/TKO,2,2011,17,11,1,0,190.5,187.96,1,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,58.62069,1975,24,8,1,0,182.88,190.5,1,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72727,1979
1656,Vitor Belfort,Yoshihiro Akiyama,1,185.0,f,KO/TKO,1,2011,26,14,0,1,182.88,187.96,0,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,63.414635,1977,14,6,0,2,177.8,185.42,1,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0,63.636364,1975
1657,Brian Ebersole,Dennis Hallman,1,170.0,f,KO/TKO,1,2011,51,17,1,1,182.88,185.42,0,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,72.85714,1980,67,14,2,1,175.26,182.88,1,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,79.7619,1975
1658,Jorge Rivera,Costas Philippou,0,185.0,f,DEC,3,2011,19,9,0,0,185.42,185.42,1,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1,67.85714,1972,13,5,0,1,180.34,185.42,1,2.19,35.0,2.73,54.0,0.4,42.0,65.0,0.3,68.42105,1979
1659,Mike Pyle,Rory MacDonald,0,170.0,f,KO/TKO,1,2011,27,14,1,0,182.88,187.96,1,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975,18,4,0,0,182.88,193.04,1,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,1989
1660,Alexander Gustafsson,Matt Hamill,1,205.0,f,KO/TKO,2,2011,18,4,0,0,195.58,200.66,1,4.18,40.0,3.4,52.0,1.76,40.0,85.0,0.5,81.818184,1987,12,5,0,0,185.42,193.04,1,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0,70.588234,1976
1661,Rani Yahya,Chad Mendes,0,145.0,f,DEC,3,2011,26,9,0,1,167.64,170.18,1,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,1984,18,4,0,0,167.64,167.64,1,2.76,49.0,2.14,68.0,4.08,54.0,100.0,0.3,81.818184,1985
1662,Nick Pace,Ivan Menjivar,0,135.0,f,DEC,3,2011,6,3,0,0,170.18,172.72,1,1.48,34.0,3.14,57.0,2.52,43.0,54.0,0.5,66.666664,1987,25,12,0,0,167.64,162.56,1,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,67.567566,1982
1663,Johny Hendricks,Mike Pierce,1,170.0,f,DEC,3,2011,18,8,0,0,175.26,175.26,0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.23077,1983,17,7,0,0,172.72,177.8,1,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,70.833336,1980
1664,Mike Brown,Nam Phan,1,145.0,f,DEC,3,2011,26,9,0,0,167.64,177.8,1,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,74.28571,1975,18,14,0,0,167.64,177.8,1,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2,56.25,1983
1666,Dan Hardy,Chris Lytle,0,170.0,f,SUB,3,2011,25,10,0,1,182.88,187.96,1,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,69.44444,1982,31,18,5,0,180.34,172.72,1,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,57.407406,1974
1667,Jim Miller,Benson Henderson,0,155.0,f,DEC,3,2011,29,12,0,1,172.72,180.34,0,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,1983,23,5,0,0,175.26,177.8,0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,82.14286,1983
1668,Donald Cerrone,Charles Oliveira,1,155.0,f,KO/TKO,1,2011,34,11,0,1,185.42,185.42,1,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983,24,8,0,1,177.8,187.96,1,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
