Unnamed: 0,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
1669,Amir Sadollah,Duane Ludwig,0,170.0,f,DEC,3,2011,7,5,0,0,177.8,187.96,1,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,58.333332,1980,29,14,0,0,177.8,177.8,1,4.61,44.0,3.04,57.0,0.43,25.0,59.0,0.1,67.441864,1978
1670,CB Dollaway,Jared Hamman,0,185.0,f,KO/TKO,2,2011,18,10,0,0,187.96,193.04,1,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,64.28571,1983,13,6,0,0,190.5,190.5,1,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,68.42105,1982
1671,Eddie Wineland,Joseph Benavidez,0,135.0,f,DEC,3,2011,23,13,1,0,170.18,175.26,1,3.21,28.0,3.41,70.0,0.29,33.0,85.0,0.1,62.162163,1984,25,5,0,0,162.56,165.1,0,3.44,32.0,2.5,64.0,1.26,27.0,66.0,0.7,83.333336,1984
1672,Kyle Noke,Ed Herman,0,185.0,f,SUB,1,2011,22,10,1,0,185.42,193.04,0,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,66.666664,1980,24,14,0,1,185.42,195.58,1,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,1980
1673,Karlos Vemola,Ronny Markes,0,205.0,f,DEC,3,2011,10,4,0,0,182.88,190.5,1,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,71.42857,1985,14,3,0,0,185.42,190.5,1,2.17,53.0,2.43,45.0,3.13,40.0,100.0,0.5,82.35294,1988
1674,Jimy Hettes,Alex Caceres,1,145.0,f,SUB,2,2011,11,3,0,0,175.26,180.34,0,3.47,57.0,3.5,57.0,5.2,44.0,61.0,1.4,78.57143,1987,14,11,0,1,177.8,185.42,0,3.86,49.0,2.78,63.0,0.57,75.0,59.0,0.8,53.846153,1988
1676,Jacob Volkmann,Danny Castillo,1,155.0,f,DEC,3,2011,15,4,0,0,175.26,180.34,0,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,78.947365,1980,17,10,0,0,175.26,180.34,1,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,62.962963,1979
1678,Anderson Silva,Yushin Okami,1,185.0,t,KO/TKO,2,2011,34,8,0,1,187.96,195.58,0,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975,35,11,0,0,187.96,190.5,0,2.14,39.0,2.1,62.0,2.1,46.0,84.0,0.5,76.08696,1981
1679,Mauricio Rua,Forrest Griffin,1,205.0,f,KO/TKO,1,2011,25,11,0,0,185.42,193.04,1,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,1981,19,7,0,0,190.5,195.58,1,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,73.07692,1979
1680,Ross Pearson,Edson Barboza,0,155.0,f,DEC,3,2011,22,15,0,1,172.72,175.26,1,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,1984,19,6,0,0,180.34,190.5,1,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986
1681,Minotauro Nogueira,Brendan Schaub,1,265.0,f,KO/TKO,1,2011,34,10,1,1,190.5,195.58,1,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,73.91304,1976,11,5,0,0,193.04,198.12,1,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,68.75,1983
1682,Stanislav Nedkov,Luiz Cane,1,205.0,f,KO/TKO,1,2011,12,2,0,1,180.34,180.34,1,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,80.0,1981,12,5,0,1,187.96,195.58,0,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,66.666664,1981
1683,Spencer Fisher,Thiago Tavares,0,155.0,f,KO/TKO,2,2011,25,9,0,0,170.18,177.8,0,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,73.52941,1976,24,7,1,0,170.18,172.72,1,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5,75.0,1984
1684,Rousimar Palhares,Dan Miller,1,185.0,f,DEC,3,2011,24,5,0,0,172.72,180.34,1,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1,82.75862,1980,14,8,0,1,185.42,187.96,1,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564,1981
1685,David Mitchell,Paulo Thiago,0,170.0,f,DEC,3,2011,12,4,0,0,182.88,193.04,1,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,75.0,1979,15,8,0,0,180.34,185.42,1,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,65.21739,1981
1686,Raphael Assuncao,Johnny Eduardo,1,135.0,f,DEC,3,2011,27,5,0,0,165.1,167.64,1,3.38,40.0,2.23,70.0,1.4,36.0,79.0,0.3,84.375,1982,28,12,0,0,170.18,180.34,1,2.89,38.0,3.34,63.0,0.0,0.0,62.0,0.5,70.0,1978
1688,Iuri Alcantara,Felipe Arantes,1,145.0,f,DEC,3,2011,35,10,0,1,175.26,180.34,0,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980,18,10,1,2,172.72,185.42,1,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,58.064518,1988
1690,Jake Ellenberger,Jake Shields,1,170.0,f,KO/TKO,1,2011,31,15,0,0,175.26,180.34,1,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985,29,7,1,1,182.88,182.88,1,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,76.31579,1979
1691,Dongi Yang,Court McGee,0,185.0,f,DEC,3,2011,13,3,0,0,177.8,180.34,0,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,81.25,1984,20,7,0,0,180.34,190.5,1,4.72,36.0,3.43,63.0,1.98,24.0,62.0,0.5,74.07407,1984
1692,Jonathan Brookins,Erik Koch,0,145.0,f,DEC,3,2011,14,6,0,0,182.88,185.42,0,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,70.0,1985,15,6,0,0,177.8,180.34,0,2.32,40.0,2.98,45.0,0.64,50.0,79.0,1.1,71.42857,1988
1693,Jason MacDonald,Alan Belcher,0,185.0,f,KO/TKO,1,2011,26,16,0,0,190.5,203.2,1,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,1975,17,7,0,0,187.96,185.42,1,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9,70.833336,1984
1694,Vagner Rocha,Cody McKenzie,1,155.0,f,SUB,2,2011,11,4,0,0,177.8,185.42,1,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,73.333336,1982,14,4,0,0,182.88,182.88,0,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,77.77778,1987
1696,Lance Benoist,Matthew Riddle,1,170.0,f,DEC,3,2011,7,2,0,0,180.34,185.42,0,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,77.77778,1988,7,3,0,2,185.42,187.96,0,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,58.333332,1986
1702,Rampage Jackson,Jon Jones,0,205.0,t,SUB,4,2011,36,11,0,0,185.42,185.42,1,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,76.59574,1978,22,1,0,1,193.04,213.36,1,4.41,55.0,2.12,65.0,2.13,50.0,95.0,0.6,91.666664,1987
1703,Matt Hughes,Josh Koscheck,0,170.0,f,KO/TKO,1,2011,45,9,0,0,175.26,185.42,0,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,83.333336,1973,19,10,0,0,177.8,185.42,1,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4,65.51724,1977
1704,Ben Rothwell,Mark Hunt,0,265.0,f,DEC,3,2011,36,10,0,0,193.04,198.12,1,2.89,41.0,3.92,46.0,0.84,36.0,69.0,0.4,78.26087,1981,13,13,1,1,177.8,182.88,1,2.89,43.0,2.84,51.0,0.53,55.0,64.0,0.2,46.42857,1974
1706,Takanori Gomi,Nate Diaz,0,155.0,f,SUB,1,2011,35,14,0,1,170.18,177.8,0,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,70.0,1978,20,11,0,0,182.88,193.04,0,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,1985
1707,Aaron Riley,Tony Ferguson,0,155.0,f,KO/TKO,1,2011,29,14,1,0,172.72,175.26,0,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,65.90909,1980,25,3,0,0,180.34,193.04,1,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,1984
1708,Tim Boetsch,Nick Ring,1,185.0,f,DEC,3,2011,21,12,0,0,182.88,187.96,1,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,1981,13,3,0,0,182.88,187.96,0,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,81.25,1979
1710,Takeya Mizugaki,Cole Escovedo,1,135.0,f,KO/TKO,2,2011,21,11,2,0,170.18,172.72,1,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706,1983,17,8,0,0,170.18,182.88,1,1.82,45.0,4.85,45.0,0.55,40.0,10.0,0.0,68.0,1981
1711,Ricardo Romero,James Te Huna,0,205.0,f,KO/TKO,1,2011,11,3,0,0,182.88,193.04,1,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3,78.57143,1978,18,9,0,0,187.96,190.5,1,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2,66.666664,1981
1712,Dominick Cruz,Demetrious Johnson,1,135.0,t,DEC,5,2011,22,2,0,0,172.72,172.72,1,3.53,31.0,2.15,74.0,3.17,50.0,83.0,0.1,91.666664,1985,27,3,1,0,160.02,167.64,1,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986
1713,Pat Barry,Stefan Struve,0,265.0,f,SUB,2,2011,8,7,0,0,180.34,187.96,1,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.333332,1979,32,11,0,0,210.82,213.36,1,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
1714,Anthony Johnson,Charlie Brenneman,1,170.0,f,KO/TKO,1,2011,22,6,0,0,187.96,198.12,1,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,1984,19,8,0,0,177.8,182.88,1,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,70.37037,1981
1715,Mac Danzig,Matt Wiman,0,155.0,f,DEC,3,2011,22,12,1,0,172.72,177.8,1,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.857143,1980,16,7,0,0,177.8,172.72,1,3.51,50.0,3.24,54.0,2.41,38.0,63.0,1.8,69.565216,1983
1716,Rafaello Oliveira,Yves Edwards,0,155.0,f,KO/TKO,2,2011,15,7,0,0,172.72,180.34,1,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,68.181816,1982,42,22,1,1,175.26,185.42,0,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,63.636364,1976
1717,Michael Johnson,Paul Sass,0,155.0,f,SUB,1,2011,20,13,0,0,177.8,185.42,0,4.31,38.0,3.96,58.0,0.59,45.0,77.0,0.1,60.60606,1986,13,2,0,0,182.88,185.42,1,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,86.666664,1988
1718,Mike Easton,Byron Bloodworth,1,135.0,f,KO/TKO,2,2011,13,5,0,0,167.64,177.8,0,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,72.22222,1984,6,3,0,0,172.72,175.26,1,1.82,28.0,5.18,50.0,0.0,0.0,0.0,0.0,66.666664,1983
1719,TJ Grant,Shane Roller,1,155.0,f,SUB,3,2011,21,5,0,0,177.8,182.88,1,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,80.76923,1984,11,7,0,0,177.8,182.88,1,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,61.11111,1979
1720,Josh Neer,Keith Wisniewski,1,170.0,f,KO/TKO,2,2011,33,13,1,0,180.34,182.88,1,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,70.21277,1983,28,13,1,0,182.88,190.5,1,2.32,52.0,4.86,42.0,1.57,40.0,78.0,0.3,66.666664,1981
1722,Frankie Edgar,Gray Maynard,1,155.0,t,KO/TKO,4,2011,22,6,1,0,167.64,172.72,1,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,14,8,1,1,175.26,177.8,1,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.333332,1979
1723,Jose Aldo,Kenny Florian,1,145.0,t,DEC,5,2011,27,4,0,0,170.18,177.8,1,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986,14,6,0,0,177.8,187.96,0,2.41,40.0,1.85,63.0,2.22,33.0,60.0,1.3,70.0,1976
1724,Chael Sonnen,Brian Stann,1,185.0,f,SUB,2,2011,29,14,1,0,185.42,187.96,0,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,1977,12,6,0,0,185.42,187.96,1,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,66.666664,1980
1725,Nam Phan,Leonard Garcia,1,145.0,f,DEC,3,2011,18,14,0,0,167.64,177.8,1,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2,56.25,1983,19,11,1,0,177.8,175.26,1,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,61.29032,1979
1726,Melvin Guillard,Joe Lauzon,0,155.0,f,SUB,1,2011,48,15,3,2,175.26,172.72,1,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.588234,1983,27,16,0,0,177.8,180.34,1,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984
1727,Jorge Santiago,Demian Maia,0,185.0,f,DEC,3,2011,25,11,0,0,185.42,187.96,1,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,69.44444,1980,25,9,0,0,185.42,182.88,0,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977
1728,Anthony Pettis,Jeremy Stephens,1,155.0,f,DEC,3,2011,21,8,0,0,177.8,182.88,1,2.85,45.0,3.16,54.0,0.76,54.0,58.0,1.3,72.413795,1987,28,15,0,0,172.72,180.34,1,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
1729,Stipe Miocic,Joey Beltran,1,265.0,f,DEC,3,2011,18,3,0,0,193.04,203.2,1,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,1982,15,9,0,1,185.42,190.5,1,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,60.0,1981
1730,Darren Elkins,Tiequan Zhang,1,145.0,f,DEC,3,2011,25,7,0,0,177.8,180.34,1,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984,18,4,0,0,172.72,177.8,1,1.23,36.0,2.14,51.0,1.95,58.0,75.0,3.4,81.818184,1978
1731,Aaron Simpson,Eric Schafer,1,185.0,f,DEC,3,2011,11,4,0,0,182.88,185.42,1,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,73.333336,1974,14,7,2,0,190.5,190.5,1,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,60.869564,1977
1732,Mike Massenzio,Steve Cantwell,1,185.0,f,DEC,3,2011,13,6,0,0,187.96,185.42,0,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,68.42105,1982,7,6,0,0,187.96,190.5,1,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,53.846153,1986
1733,BJ Penn,Nick Diaz,0,170.0,f,DEC,3,2011,16,12,2,0,175.26,177.8,1,2.71,49.0,3.12,56.0,1.24,55.0,75.0,0.5,53.333332,1978,26,9,0,2,185.42,193.04,0,5.43,42.0,3.56,61.0,1.32,33.0,60.0,1.0,70.27027,1983
1734,Matt Mitrione,Cheick Kongo,0,265.0,f,DEC,3,2011,9,5,0,0,190.5,200.66,0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,64.28571,1978,29,9,2,0,193.04,208.28,1,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,72.5,1975
1735,Roy Nelson,Mirko Cro Cop,1,265.0,f,KO/TKO,3,2011,23,14,0,0,182.88,182.88,1,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976,31,11,2,1,187.96,185.42,0,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,68.888885,1974
1736,Scott Jorgensen,Jeff Curran,1,135.0,f,DEC,3,2011,15,12,0,0,165.1,167.64,1,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,55.555557,1982,35,15,1,0,167.64,175.26,1,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,68.62745,1977
1737,George Roop,Hatsu Hioki,0,145.0,f,DEC,3,2011,15,13,1,0,185.42,182.88,1,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,51.724136,1981,27,9,2,0,180.34,177.8,1,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,71.052635,1983
1738,Donald Cerrone,Dennis Siver,1,155.0,f,SUB,1,2011,34,11,0,1,185.42,185.42,1,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983,23,11,0,1,167.64,177.8,1,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979
1739,Tyson Griffin,Bart Palaszewski,0,145.0,f,KO/TKO,1,2011,15,6,0,0,167.64,172.72,1,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,71.42857,1984,35,17,0,0,175.26,177.8,1,2.67,32.0,3.97,57.0,0.65,31.0,53.0,0.5,67.30769,1983
1740,Eliot Marshall,Brandon Vera,0,205.0,f,DEC,3,2011,10,4,0,0,187.96,195.58,1,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9,71.42857,1980,12,7,0,1,190.5,193.04,1,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,60.0,1977
1741,Danny Downes,Ramsey Nijem,0,155.0,f,DEC,3,2011,8,3,0,0,182.88,182.88,1,1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,72.72727,1986,10,6,0,0,180.34,190.5,1,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,62.5,1988
1742,Chris Camozzi,Francis Carmont,0,185.0,f,DEC,3,2011,24,13,0,0,187.96,193.04,1,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,1986,23,10,0,0,190.5,198.12,1,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,69.69697,1981
1743,Dustin Jacoby,Clifford Starks,0,185.0,f,DEC,3,2011,6,3,0,0,193.04,198.12,1,1.5,25.0,2.65,61.0,0.0,0.0,28.0,0.0,66.666664,1988,8,2,0,0,182.88,195.58,1,1.94,33.0,2.49,58.0,1.94,100.0,60.0,0.0,80.0,1981
1744,Mark Munoz,Chris Leben,1,185.0,f,KO/TKO,2,2011,14,6,0,0,182.88,182.88,1,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,1978,22,11,0,0,180.34,187.96,0,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980
1745,Renan Barao,Brad Pickett,1,135.0,f,SUB,1,2011,36,7,0,1,167.64,177.8,1,3.7,36.0,3.76,58.0,1.5,45.0,91.0,0.6,81.818184,1987,26,14,0,0,167.64,172.72,1,3.02,31.0,4.63,55.0,2.47,44.0,58.0,0.4,65.0,1978
1746,Thiago Alves,Papy Abedi,1,170.0,f,SUB,1,2011,27,13,0,0,175.26,177.8,1,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983,9,3,0,0,180.34,187.96,0,2.8,55.0,3.15,48.0,3.47,57.0,50.0,1.3,75.0,1978
1747,Cyrille Diabate,Anthony Perosh,0,205.0,f,SUB,2,2011,20,10,3,0,198.12,205.74,0,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,60.60606,1973,15,10,0,0,190.5,190.5,1,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1,60.0,1972
1749,Justin Edwards,John Maguire,0,170.0,f,DEC,3,2011,9,5,0,0,177.8,177.8,1,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0,64.28571,1983,18,6,0,0,175.26,175.26,0,1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,75.0,1983
1751,Jason Young,Michihiro Omigawa,0,145.0,f,DEC,3,2011,8,7,0,0,175.26,185.42,1,2.97,37.0,3.2,50.0,1.98,66.0,55.0,0.0,53.333332,1986,13,13,1,0,167.64,172.72,1,2.01,39.0,3.06,64.0,1.19,36.0,49.0,1.5,48.148148,1975
1752,Che Mills,Chris Cope,1,170.0,f,KO/TKO,1,2011,15,5,0,2,185.42,193.04,1,2.08,52.0,2.87,43.0,1.18,66.0,58.0,0.0,68.181816,1982,5,4,0,0,182.88,182.88,1,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,55.555557,1983
1753,Vaughan Lee,Chris Cariaso,0,135.0,f,DEC,3,2011,14,11,1,0,167.64,167.64,1,3.47,47.0,2.07,70.0,0.81,33.0,72.0,1.0,53.846153,1982,17,8,0,0,160.02,160.02,0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,68.0,1981
1754,Cain Velasquez,Junior Dos Santos,0,265.0,t,KO/TKO,1,2011,14,2,0,0,185.42,195.58,1,6.38,57.0,2.29,57.0,5.15,45.0,85.0,0.4,87.5,1982,19,5,0,0,193.04,195.58,1,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,1984
1755,Benson Henderson,Clay Guida,1,155.0,f,DEC,3,2011,23,5,0,0,175.26,177.8,0,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,82.14286,1983,34,15,0,0,170.18,177.8,1,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981
1756,Dustin Poirier,Pablo Garza,1,145.0,f,SUB,2,2011,24,5,0,1,175.26,182.88,0,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,1989,13,4,0,0,185.42,185.42,1,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,76.47059,1983
1757,Cub Swanson,Ricardo Lamas,0,145.0,f,SUB,2,2011,25,10,0,0,172.72,177.8,1,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983,19,7,0,0,172.72,180.34,1,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982
1759,Norifumi Yamamoto,Darren Uyenoyama,0,135.0,f,DEC,3,2011,18,6,0,2,162.56,167.64,0,2.09,45.0,2.01,57.0,0.41,22.0,45.0,0.0,69.23077,1977,8,5,0,0,167.64,162.56,1,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,61.53846,1979
1760,Cole Escovedo,Alex Caceres,0,135.0,f,DEC,3,2011,17,8,0,0,170.18,182.88,1,1.82,45.0,4.85,45.0,0.55,40.0,10.0,0.0,68.0,1981,14,11,0,1,177.8,185.42,0,3.86,49.0,2.78,63.0,0.57,75.0,59.0,0.8,53.846153,1988
1763,Dan Henderson,Mauricio Rua,1,205.0,f,DEC,5,2011,32,15,0,0,180.34,187.96,1,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,68.085106,1970,25,11,0,0,185.42,193.04,1,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,1981
1764,Cung Le,Wanderlei Silva,0,185.0,f,KO/TKO,2,2011,9,3,0,0,175.26,175.26,0,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,75.0,1972,35,12,1,1,180.34,187.96,1,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,71.42857,1976
1765,Urijah Faber,Brian Bowles,1,135.0,f,SUB,2,2011,34,10,0,0,167.64,170.18,1,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273,1979,10,3,0,0,170.18,177.8,1,2.36,26.0,2.98,64.0,1.39,70.0,54.0,1.4,76.92308,1980
1766,Rick Story,Martin Kampmann,0,170.0,f,DEC,3,2011,19,9,0,0,175.26,180.34,0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984,20,7,0,0,182.88,182.88,1,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,74.07407,1982
1767,Stephan Bonnar,Kyle Kingsbury,1,205.0,f,DEC,3,2011,17,8,0,0,193.04,198.12,1,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,68.0,1977,11,6,0,1,193.04,193.04,1,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,61.11111,1982
1768,Jason Brilz,Ryan Bader,0,205.0,f,KO/TKO,1,2011,18,5,1,0,180.34,180.34,1,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,75.0,1975,23,5,0,0,187.96,187.96,1,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,82.14286,1983
1769,Alex Soto,Michael McDonald,0,135.0,f,KO/TKO,1,2011,6,2,1,0,172.72,180.34,0,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,66.666664,1984,17,4,0,0,175.26,177.8,1,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,1991
1770,Tom Lawlor,Chris Weidman,0,185.0,f,SUB,1,2011,10,6,0,1,182.88,187.96,0,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,58.82353,1983,14,4,0,0,187.96,198.12,1,3.15,42.0,3.23,51.0,3.76,52.0,73.0,1.0,77.77778,1984
1771,Gleison Tibau,Rafael Dos Anjos,1,155.0,f,DEC,3,2011,40,14,0,0,177.8,180.34,0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,28,10,0,0,172.72,177.8,0,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984
1772,Nick Pace,Miguel Torres,0,135.0,f,DEC,3,2011,6,3,0,0,170.18,172.72,1,1.48,34.0,3.14,57.0,2.52,43.0,54.0,0.5,66.666664,1987,39,5,0,0,175.26,193.04,1,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6,88.63636,1981
1773,Matt Brown,Seth Baczynski,0,170.0,f,SUB,2,2011,23,16,0,0,182.88,190.5,1,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974358,1981,18,11,0,0,190.5,187.96,1,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,62.068966,1981
1775,Jon Jones,Lyoto Machida,1,205.0,t,SUB,2,2011,22,1,0,1,193.04,213.36,1,4.41,55.0,2.12,65.0,2.13,50.0,95.0,0.6,91.666664,1987,24,8,0,0,185.42,187.96,0,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978
